,student_id,How likely are you to use this model for academic tasks?,"Based on your experience, how often has this model given you a response that felt suboptimal?",How often do you expect this model to provide responses with references or supporting evidence?,How often do you verify this model's responses?,label,best_task_brainstorming_or_generating_creative_ideas,best_task_converting_content_between_formats_e.g.,best_task_data_processing_or_analysis,best_task_drafting_professional_text_e.g.,best_task_explaining_complex_concepts_simply,best_task_latex,best_task_math_computations,best_task_writing_or_debugging_code,best_task_writing_or_editing_essays/reports,best_task_emails,best_task_résumés,subopt_task_brainstorming_or_generating_creative_ideas,subopt_task_converting_content_between_formats_e.g.,subopt_task_data_processing_or_analysis,subopt_task_drafting_professional_text_e.g.,subopt_task_explaining_complex_concepts_simply,subopt_task_latex,subopt_task_math_computations,subopt_task_writing_or_debugging_code,subopt_task_writing_or_editing_essays/reports,subopt_task_emails,subopt_task_résumés
595,199,1,1.0,1.0,1.0,Claude,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
596,199,2,2.0,2.0,3.0,Gemini,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
597,200,4,4.0,2.0,3.0,ChatGPT,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
598,200,5,3.0,1.0,1.0,Claude,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
599,200,1,3.0,1.0,1.0,Gemini,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
600,201,4,3.0,2.0,2.0,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
601,201,4,3.0,2.0,3.0,Claude,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
602,201,1,3.0,2.0,2.0,Gemini,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
603,202,3,4.0,2.0,4.0,ChatGPT,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
604,202,4,2.0,3.0,4.0,Claude,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
605,202,1,3.0,4.0,5.0,Gemini,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
606,203,4,3.0,2.0,3.0,ChatGPT,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
607,203,2,2.0,2.0,2.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
608,203,2,2.0,5.0,2.0,Gemini,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,204,3,3.0,2.0,4.0,ChatGPT,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
610,204,1,3.0,3.0,3.0,Claude,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
611,204,1,2.0,2.0,4.0,Gemini,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
612,205,4,3.0,2.0,4.0,ChatGPT,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
613,205,2,3.0,2.0,2.0,Claude,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
614,205,2,3.0,2.0,2.0,Gemini,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
615,206,3,4.0,2.0,5.0,ChatGPT,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
616,206,3,3.0,2.0,5.0,Claude,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
617,206,2,3.0,2.0,3.0,Gemini,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
618,207,4,4.0,3.0,4.0,ChatGPT,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
619,207,1,1.0,1.0,1.0,Claude,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
620,207,1,1.0,1.0,1.0,Gemini,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
621,208,5,3.0,3.0,4.0,ChatGPT,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1
622,208,1,3.0,3.0,4.0,Claude,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
623,208,5,5.0,5.0,4.0,Gemini,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
624,209,4,2.0,2.0,3.0,ChatGPT,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0
625,209,1,1.0,1.0,5.0,Claude,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1
626,209,2,1.0,4.0,2.0,Gemini,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1
627,210,5,4.0,3.0,5.0,ChatGPT,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0
628,210,3,3.0,2.0,5.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
629,210,3,3.0,5.0,4.0,Gemini,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
630,211,5,3.0,5.0,3.0,ChatGPT,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0
631,211,1,3.0,1.0,3.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
632,211,2,4.0,5.0,3.0,Gemini,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
633,212,3,3.0,3.0,3.0,ChatGPT,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0
634,212,4,3.0,2.0,4.0,Claude,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0
635,212,3,3.0,2.0,4.0,Gemini,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
636,213,5,3.0,5.0,4.0,ChatGPT,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
637,213,4,2.0,3.0,3.0,Claude,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0
638,213,3,2.0,5.0,4.0,Gemini,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
639,214,5,2.0,3.0,2.0,ChatGPT,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
640,214,5,3.0,3.0,3.0,Claude,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
641,214,3,3.0,3.0,3.0,Gemini,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0
642,215,5,3.0,2.0,2.0,ChatGPT,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0
643,215,4,2.0,3.0,2.0,Claude,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
644,215,3,3.0,4.0,2.0,Gemini,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
645,216,5,3.0,2.0,3.0,ChatGPT,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
646,216,3,3.0,4.0,3.0,Claude,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
647,216,4,2.0,4.0,2.0,Gemini,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
648,217,4,3.0,3.0,4.0,ChatGPT,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
649,217,2,4.0,2.0,4.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
650,217,2,4.0,3.0,4.0,Gemini,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
651,218,4,4.0,1.0,3.0,ChatGPT,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0
652,218,4,4.0,1.0,3.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1
653,218,5,3.0,1.0,3.0,Gemini,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
654,219,4,3.0,1.0,5.0,ChatGPT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
655,219,2,1.0,1.0,5.0,Claude,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,219,4,4.0,4.0,5.0,Gemini,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0
657,220,4,3.0,2.0,2.0,ChatGPT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
658,220,2,3.0,2.0,2.0,Claude,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1
659,220,3,3.0,2.0,2.0,Gemini,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
660,221,4,4.0,3.0,3.0,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
661,221,2,4.0,2.0,4.0,Claude,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
662,221,1,2.0,2.0,2.0,Gemini,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
663,222,4,4.0,4.0,3.0,ChatGPT,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
664,222,2,2.0,2.8055555555555554,3.0,Claude,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
665,222,2,3.0,2.8055555555555554,4.0,Gemini,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
666,223,5,3.0,4.0,3.0,ChatGPT,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0
667,223,4,2.0,4.0,2.0,Claude,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
668,223,2,3.0,1.0,1.0,Gemini,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
669,224,5,3.0,2.0,2.0,ChatGPT,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
670,224,4,3.0,2.8055555555555554,2.0,Claude,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
671,224,4,3.0,2.8055555555555554,2.0,Gemini,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
672,225,4,3.0,2.0,4.0,ChatGPT,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
673,225,5,3.0,3.0,3.0,Claude,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1
674,225,3,5.0,1.0,1.0,Gemini,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
675,226,5,3.0,1.0,4.0,ChatGPT,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
676,226,4,2.0,1.0,3.0,Claude,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
677,226,3,3.0,1.0,3.0,Gemini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
678,227,3,3.0,4.0,4.0,ChatGPT,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
679,227,2,2.0,2.0,4.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
680,227,1,3.0,2.0,5.0,Gemini,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
681,228,4,2.0,3.0,2.0,ChatGPT,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
682,228,3,4.0,2.0,4.0,Claude,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
683,228,4,4.0,2.0,5.0,Gemini,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
684,229,4,3.0,2.0,4.0,ChatGPT,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0
685,229,5,2.0,3.0,5.0,Claude,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
686,229,3,1.0,3.0,3.0,Gemini,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
687,230,4,4.0,3.0,4.0,ChatGPT,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
688,230,2,3.0,2.0,4.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
689,230,2,4.0,2.0,4.0,Gemini,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1
690,231,4,3.0,5.0,5.0,ChatGPT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
691,231,2,3.0,5.0,3.0,Claude,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
692,231,3,3.0,5.0,3.0,Gemini,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
693,232,5,2.0,3.0,2.0,ChatGPT,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
694,232,1,1.0,3.0,1.0,Claude,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
695,232,2,4.0,3.0,1.0,Gemini,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
696,233,4,5.0,4.0,3.0,ChatGPT,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0
697,233,4,2.0,1.0,1.0,Claude,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
698,233,4,2.0,3.0,2.0,Gemini,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
699,234,3,4.0,2.0,3.0,ChatGPT,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0
700,234,1,1.0,3.0,1.0,Claude,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
701,234,4,2.0,4.0,2.0,Gemini,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
702,235,3,4.0,3.0,4.0,ChatGPT,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0
703,235,3,3.0,4.0,4.0,Claude,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
704,235,3,3.0,3.0,3.0,Gemini,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1
705,236,5,3.0,3.0,4.0,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1
706,236,1,1.0,3.0,1.0,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,236,3,3.0,5.0,3.0,Gemini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,237,5,4.0,4.0,2.0,ChatGPT,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
709,237,3,3.0,4.0,2.0,Claude,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
710,237,3,3.0,4.0,2.0,Gemini,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
711,238,3,3.0,3.0,5.0,ChatGPT,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
712,238,2,3.0,3.0,4.0,Claude,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
713,238,3,3.0,4.0,4.0,Gemini,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
714,239,3,3.0,4.0,4.0,ChatGPT,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1
715,239,3,3.0,2.0,4.0,Claude,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
716,239,3,2.0,3.0,3.0,Gemini,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
717,240,4,5.0,3.0,4.0,ChatGPT,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1
718,240,4,3.0,3.0,3.0,Claude,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
719,240,1,5.0,4.0,4.0,Gemini,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0
720,241,5,3.0,2.0,2.0,ChatGPT,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0
721,241,3,3.0,2.0,2.0,Claude,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
722,241,3,3.0,2.0,2.0,Gemini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
723,242,5,3.0,4.0,3.0,ChatGPT,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
724,242,3,3.0,3.0,5.0,Claude,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
725,242,5,3.0,3.0,5.0,Gemini,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
726,243,4,2.0,3.0,4.0,ChatGPT,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
727,243,2,2.0,3.0,4.0,Claude,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
728,243,1,3.0,3.0,3.0,Gemini,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
729,244,5,2.0,3.0,2.0,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0
730,244,3,2.0,4.0,3.0,Claude,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
731,244,1,3.0,3.0,3.0,Gemini,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
732,245,3,3.0,4.0,3.0,ChatGPT,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1
733,245,1,4.0,4.0,4.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
734,245,1,4.0,4.0,2.0,Gemini,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
735,246,4,3.0,3.0,5.0,ChatGPT,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
736,246,2,2.0,4.0,5.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
737,246,4,3.0,4.0,5.0,Gemini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
738,247,5,3.0,3.0,3.0,ChatGPT,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
739,247,5,2.0,2.0,2.0,Claude,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
740,247,3,3.0,3.0,3.0,Gemini,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
741,248,5,3.0,3.0,4.0,ChatGPT,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
742,248,2,2.0,2.0,3.0,Claude,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
743,248,2,2.0,5.0,2.0,Gemini,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1
